id,country_id,league_id,season,stage,date,match_api_id,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,home_player_X1,home_player_X2,home_player_X3,home_player_X4,home_player_X5,home_player_X6,home_player_X7,home_player_X8,home_player_X9,home_player_X10,home_player_X11,away_player_X1,away_player_X2,away_player_X3,away_player_X4,away_player_X5,away_player_X6,away_player_X7,away_player_X8,away_player_X9,away_player_X10,away_player_X11,home_player_Y1,home_player_Y2,home_player_Y3,home_player_Y4,home_player_Y5,home_player_Y6,home_player_Y7,home_player_Y8,home_player_Y9,home_player_Y10,home_player_Y11,away_player_Y1,away_player_Y2,away_player_Y3,away_player_Y4,away_player_Y5,away_player_Y6,away_player_Y7,away_player_Y8,away_player_Y9,away_player_Y10,away_player_Y11,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,GBH,GBD,GBA,BSH,BSD,BSA
469,1,1,2009/2010,30,21-03-2010 00:00,665763,9987,8571,1,1,1,2,4,8,6,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,91929,43158,104411,148313,148314,32690,9307,38435,169200,38794,150510,37971,39859,38441,95615,131404,38249,33685,38257,40521,78902,148315,2.2,3.4,3.2,2,3.25,3.45,2.2,3,2.9,2,3.2,3.2,,,,2.1,3.25,3.25,2.2,3.4,3.2,2.05,3.2,3.4,2.15,3.2,3.1,2.25,3.2,2.8
470,1,1,2009/2010,30,21-03-2010 00:00,665767,9984,9997,3,1,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,36835,38342,37021,38789,38186,37957,37909,104386,178249,38357,38782,149260,33595,3329,178486,149150,38354,37866,36836,68120,5016,45490,2.25,3.4,3.1,2.3,3.2,2.85,2.3,3,2.7,2.2,3.2,2.8,,,,2.2,3,3.3,2.3,3.3,3.1,2.2,3.25,3,2.25,3.2,2.9,2.25,3.2,2.8
471,1,1,2009/2010,30,21-03-2010 00:00,665769,9994,8635,0,4,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,30934,38292,39594,11569,38273,30910,25465,38290,15662,,34334,38391,38388,38389,38253,69713,38378,38383,38393,148302,46552,181276,6,3.8,1.57,6.8,3.75,1.45,5.4,3.8,1.45,5.5,3.4,1.53,,,,6.5,3.6,1.5,7,3.8,1.5,6,3.75,1.5,6,3.75,1.5,5.5,3.8,1.5
472,1,1,2009/2010,30,21-03-2010 00:00,665771,8203,10000,2,1,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,38327,6800,39389,38969,67941,67898,17276,37112,67959,148286,178291,37900,37886,37100,37889,131532,37893,37981,26741,38231,131530,104377,2.9,3.4,2.38,2.75,3.25,2.3,2.5,3,2.5,2.62,3.3,2.25,,,,2.5,3.25,2.6,2.8,3.4,2.4,2.75,3.2,2.38,2.6,3.2,2.5,2.5,3.1,2.6
473,1,1,2009/2010,30,21-03-2010 00:00,665774,9999,10001,0,0,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,38318,,,38247,94288,129278,37945,46217,33671,148336,106369,38341,38349,39848,43049,37953,38343,21834,38778,67896,182605,192907,1.85,3.5,4,2,3.3,3.35,2,3.1,3.2,1.8,3.5,3.5,,,,2,3.2,3.5,2,3.3,3.8,1.83,3.4,3.75,2,3.25,3.4,2,3.2,3.3
474,1,1,2009/2010,30,21-03-2010 00:00,665775,9993,8342,1,4,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,13131,37988,36849,38322,38800,38784,36868,38786,41106,69629,166676,37990,36832,27508,11736,37858,39578,38366,163670,34025,75405,166575,4.33,3.5,1.83,4.3,3.35,1.75,4,3.2,1.75,3.75,3.3,1.8,,,,4.33,3.3,1.8,4.5,3.5,1.8,4,3.4,1.8,4.25,3.4,1.75,3.8,3.3,1.83
475,1,1,2009/2010,4,23-08-2009 00:00,665342,8342,8571,2,2,1,2,4,6,8,2,4,6,8,4,6,1,2,6,8,4,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,37990,37983,11736,37858,37963,39578,37979,37967,38366,27423,38440,37971,16387,149279,38249,131404,39859,38257,40521,39772,78902,95615,1.33,4.5,8.5,1.4,4,7.5,1.3,4.2,8,1.33,4,8,,,,1.33,4,8,1.33,4.8,8.5,1.33,4.5,7.5,1.35,4.5,7.5,1.29,4.5,9
476,1,1,2009/2010,4,21-08-2009 00:00,665343,9985,9986,1,1,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,38797,39580,46890,47411,156551,35412,39631,39591,148335,37262,38369,40014,,38417,131409,46666,,38423,38439,40520,38920,38419,1.25,5.5,12,1.3,4.85,8,1.3,4.2,8,1.25,5,8,,,,1.25,4.5,10,1.27,5.5,10,1.25,4.5,11,1.25,5,10,1.25,5,9
477,1,1,2009/2010,4,22-08-2009 00:00,665344,9997,9999,2,1,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,8,6,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,37868,33595,38347,3329,149150,38354,37866,45490,,5016,36836,38318,38247,94288,69805,94284,46217,33671,148336,,37945,24037,1.83,3.4,4.2,1.8,3.4,3.95,1.9,3.2,3.4,1.8,3.3,3.75,,,,1.83,3.3,3.75,1.9,3.4,4,1.85,3.3,3.75,1.85,3.4,3.75,1.83,3.3,3.8
478,1,1,2009/2010,4,22-08-2009 00:00,665345,10000,8635,0,2,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,37900,37886,37100,37903,37889,37902,37981,131531,94030,130027,104377,38391,38388,13423,38389,69713,38798,30949,38383,38393,46552,12692,3.75,3.25,1.91,4.15,3.3,1.8,3.4,3.2,1.9,3.4,3.25,1.91,,,,3.5,3.2,1.91,4.2,3.4,1.85,3.75,3.3,1.85,4,3.25,1.85,3.8,3.3,1.83
479,1,1,2009/2010,4,22-08-2009 00:00,665346,9991,9994,4,1,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,104378,38337,38255,12473,104382,39875,38233,32760,166618,12574,46335,30934,38292,39594,25465,38273,12099,38945,95609,15662,30485,110140,1.5,3.8,6.5,1.5,3.75,5.9,1.5,3.7,5,1.5,3.5,6,,,,1.6,3.5,4.8,1.53,3.8,6.5,1.57,3.5,5.5,1.53,3.75,5.5,1.53,3.6,5.5
480,1,1,2009/2010,4,23-08-2009 00:00,665348,10001,9987,0,1,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,38341,38349,38343,30404,,38348,38332,47410,39848,25619,166584,37937,38785,104411,148314,148313,38435,38293,39498,43158,42153,163674,2.75,3.1,2.5,2.5,3,2.7,2.4,3.2,2.4,2.5,3.25,2.4,,,,2.4,3.1,2.6,2.6,3.3,2.6,2.4,3.25,2.6,2.5,3.15,2.6,2.5,3.2,2.5
481,1,1,2009/2010,4,22-08-2009 00:00,665349,9993,8203,1,3,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,13131,37988,36849,36845,36868,38371,38784,38380,38786,33622,34334,38327,67950,6800,39389,67941,67898,37112,38969,178291,148286,17276,1.85,3.4,4,1.85,3.4,3.8,1.9,3.1,3.5,1.8,3.3,3.75,,,,1.91,3.1,3.75,1.91,3.3,4,1.8,3.3,4,1.8,3.4,4,1.83,3.4,3.75
482,1,1,2009/2010,5,30-08-2009 00:00,665352,8635,9985,1,1,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,38391,38388,13423,38389,69713,38798,30949,33620,38383,38253,46552,38797,39580,46890,47411,156551,37262,35412,25957,39631,39591,38369,2.1,3.25,3.3,2,3.2,3.5,2,3.2,3.1,2,3.2,3.2,,,,1.83,3.2,3.75,2,3.25,3.75,1.91,3.3,3.6,1.95,3.2,3.6,2.1,3.2,3.1
483,1,1,2009/2010,5,30-08-2009 00:00,665353,9987,9993,1,1,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,37937,39498,104411,148314,148313,9307,38435,43158,38794,169200,163674,13131,37988,36849,36845,38322,38371,38784,36868,38786,30910,33622,1.75,3.5,4.33,1.8,3.4,3.95,1.7,3.3,4,1.72,3.4,4,,,,1.7,3.3,4.33,1.9,3.4,4,1.8,3.3,4,1.9,3.25,3.75,1.83,3.3,3.8
484,1,1,2009/2010,5,30-08-2009 00:00,665354,9984,8342,2,3,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,131403,38342,37047,37021,78462,38357,27110,104386,32863,38251,37909,31226,21812,11736,37858,37963,37979,38336,38366,52280,27423,38440,3,3.25,2.25,2.9,3.3,2.2,2.9,3.2,2.1,3.2,3.2,2,,,,2.88,3.1,2.2,3.13,3.3,2.25,3,3.25,2.2,2.75,3.25,2.3,2.88,3.2,2.2
485,1,1,2009/2010,5,29-08-2009 00:00,665357,8571,9991,1,0,1,4,6,8,2,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,37971,16387,131404,149279,38441,38249,39859,38257,40521,39772,78902,104378,38337,38255,12473,104382,33662,38233,166618,39875,12574,46335,4.2,3.4,1.8,4.3,3.35,1.75,3.7,3.2,1.8,3.6,3.3,1.83,,,,3.5,3.2,1.91,4.5,3.4,1.8,4.5,3.3,1.75,4,3.2,1.85,4,3.3,1.8
486,1,1,2009/2010,5,29-08-2009 00:00,665358,8203,9997,0,2,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,38327,67950,6800,39389,67941,67898,37112,38969,178291,148286,17276,37868,38354,33595,3329,,37866,38347,36836,149150,5016,45490,1.91,3.25,3.75,2,3.2,3.45,1.8,3.2,3.7,1.72,3.4,4,,,,1.8,3.3,3.75,1.9,3.4,4,2,3.25,3.4,1.9,3.25,3.75,1.95,3.3,3.4
487,1,1,2009/2010,5,29-08-2009 00:00,665359,9999,9986,1,3,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,38318,38247,94288,69805,94284,46217,33671,,148336,37945,24037,40014,,38417,37571,46666,38423,39145,38439,40520,38920,38419,2.8,3.2,2.38,2.55,3.3,2.45,2.4,3.2,2.4,2.5,3.2,2.5,,,,2.4,3.1,2.6,2.75,3.25,2.5,2.6,3.2,2.5,2.5,3.25,2.5,2.6,3.2,2.4
488,1,1,2009/2010,5,28-08-2009 00:00,665360,10001,10000,1,2,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,6,4,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,38341,38349,30404,21834,67896,38343,38348,47410,179058,39848,17883,37900,37886,37903,37889,94030,37981,131531,75500,130027,104377,38231,2.5,3.25,2.8,2.45,3.25,2.6,2.3,3.2,2.5,2.37,3.2,2.6,,,,2.3,3.2,2.62,2.6,3.4,2.55,2.5,3.25,2.5,2.5,3.25,2.5,2.5,3.2,2.5
489,1,1,2009/2010,6,13-09-2009 00:00,665361,8342,9987,1,1,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,6,8,4,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,31226,21812,37858,37963,37983,39578,37979,38366,163670,27423,38440,37937,38785,104411,94462,148314,148313,39498,43158,32863,42153,38794,1.83,3.5,4.33,1.65,3.5,4.8,1.85,3.3,3.4,1.67,3.4,4.33,,,,1.73,3.3,4.2,1.8,3.4,4.5,1.75,3.3,4.33,1.75,3.4,4.2,1.73,3.4,4.2
490,1,1,2009/2010,6,12-09-2009 00:00,665362,9985,8203,3,0,1,4,8,6,2,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,38797,47411,156551,47411,25995,35412,39580,39631,37262,25957,38369,38327,67950,6800,39389,67941,67898,37112,38969,178291,148286,17276,1.36,4.75,8.5,1.3,4.65,8.5,1.4,3.9,6,1.3,4.33,8,,,,1.29,4.5,8,1.36,4.5,8.5,1.3,4.33,9,1.33,4.5,8,1.36,4.2,7
491,1,1,2009/2010,6,12-09-2009 00:00,665363,9997,8635,2,1,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,37868,33595,38347,3329,149150,38354,37866,36836,5016,45490,,38391,38388,38389,38253,69713,38798,33620,38383,38393,37069,46552,4.33,3.6,1.8,4.1,3.3,1.8,3.7,3.2,1.8,4,3.4,1.73,,,,4.5,3.3,1.67,4.33,3.4,1.83,4,3.4,1.8,4.2,3.4,1.75,4.2,3.3,1.75
492,1,1,2009/2010,6,12-09-2009 00:00,665364,10000,8571,0,2,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,37900,37886,37100,37903,37889,37902,37981,131531,94030,38231,104377,37971,38441,16387,131404,149279,38249,39859,38257,40521,39772,78902,1.67,3.75,5,1.65,3.5,4.8,1.75,3.3,3.9,1.67,3.4,4.33,,,,1.67,3.3,4.5,1.73,3.4,5,1.67,3.4,4.5,1.67,3.4,4.75,1.7,3.4,4.33
493,1,1,2009/2010,6,12-09-2009 00:00,665365,9986,9984,0,4,1,2,4,6,8,2,4,6,8,4,6,1,2,4,8,6,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,40014,,39977,37571,46666,38423,38439,40520,131409,38920,38419,131403,38342,37047,38186,38789,37957,37909,104386,78462,38357,38782,1.91,3.5,4,1.9,3.4,3.55,2,3.3,3,1.83,3.2,3.75,,,,2,3.2,3.2,1.95,3.25,4,1.9,3.3,3.6,1.95,3.25,3.6,1.91,3.3,3.5
494,1,1,2009/2010,6,12-09-2009 00:00,665366,9991,9999,5,1,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,104378,38337,38255,41109,104382,33662,38233,166618,39875,12574,46335,38318,38247,94288,69805,94284,26669,46217,33671,148336,24037,23997,1.29,5.25,11,1.25,5,10,1.3,4.2,8,1.29,4.5,8,,,,1.3,4.33,8,1.27,5,12,1.3,4.5,8.5,1.3,4.5,9,1.29,4.75,8
495,1,1,2009/2010,6,13-09-2009 00:00,665368,9993,9994,2,1,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,13131,37988,36849,36845,38322,38371,30910,38784,38786,33622,178284,30934,38292,39594,25465,38273,12099,38945,95609,15662,30485,69629,1.85,3.4,4.33,1.95,3.2,3.6,2,3.2,3.1,1.83,3.2,3.75,,,,1.83,3.25,3.75,1.9,3.4,4,1.9,3.25,3.6,1.85,3.2,4,1.95,3.25,3.5
496,1,1,2009/2010,7,20-09-2009 00:00,665370,8635,9991,1,1,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,38391,38388,38389,38253,69713,33620,38383,38393,148302,46552,181276,104378,38337,38255,12473,104382,33662,41109,166618,38233,12574,46335,1.57,3.6,5.5,1.7,3.4,4.5,1.6,3.4,4.6,1.57,3.5,5,,,,1.5,3.5,6,1.73,3.4,5,1.7,3.4,4.33,1.65,3.5,4.75,1.67,3.5,4.5
497,1,1,2009/2010,7,18-09-2009 00:00,665371,9987,9986,1,2,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,37937,,104411,94462,148314,148313,32863,39498,43158,42153,163674,40014,,39977,37571,46666,38423,38439,40520,131409,25636,38920,1.7,3.6,5,1.7,3.4,4.5,1.65,3.3,4.4,1.66,3.4,4.33,,,,1.7,3.4,4.2,1.73,3.4,5,1.7,3.3,4.33,1.67,3.5,4.6,1.7,3.4,4.33
498,1,1,2009/2010,7,19-09-2009 00:00,665374,9984,9993,1,2,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,131403,38342,37047,38789,38186,37957,37909,104386,78462,38357,38782,13131,37988,36849,36845,38322,38371,36852,38784,38786,33622,178284,2.25,3.3,2.88,2.15,3.3,3,2.1,3.2,2.9,2.1,3.2,3,,,,2.1,3.2,3,2.3,3.3,3,2.25,3.25,2.8,2.25,3.25,2.85,2.3,3.2,2.75
499,1,1,2009/2010,7,19-09-2009 00:00,665376,9994,9985,1,3,1,2,4,6,8,2,4,6,8,4,6,1,2,4,8,6,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,30934,38292,39594,25465,15425,38945,38290,95609,15662,34334,69629,38797,25995,39580,129462,47411,35412,25957,148335,156551,178484,38369,5,3.4,1.67,5.2,3.5,1.6,4,3.3,1.7,3.75,3.3,1.8,,,,4.33,3.3,1.73,4.5,3.4,1.8,5,3.25,1.7,4.6,3.4,1.7,4.33,3.4,1.7
500,1,1,2009/2010,7,19-09-2009 00:00,665378,8571,9997,0,1,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,37971,39859,38441,16387,131404,38249,38257,40521,149279,39772,78902,37868,33595,38347,3329,149150,38354,37866,36836,,5016,45490,2.38,3.2,2.75,2.45,3.2,2.65,2.3,3.1,2.6,2,3.2,3.2,,,,2.3,3.2,2.7,2.38,3.3,2.88,2.4,3.2,2.6,2.35,3.2,2.75,2.38,3.2,2.62
501,1,1,2009/2010,7,19-09-2009 00:00,665379,8203,9999,3,2,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,39573,67950,6800,39389,67941,67898,37112,38969,178291,148286,17276,38318,45832,,94288,94284,26669,46217,33671,23997,148336,173432,1.5,3.75,6,1.5,3.65,6.1,1.6,3.4,4.6,1.5,3.6,5.5,,,,1.53,3.5,5.5,1.53,3.75,6.5,1.44,3.75,6.5,1.55,3.6,5.5,1.53,3.6,5.5
502,1,1,2009/2010,7,20-09-2009 00:00,665380,10001,8342,1,4,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,38341,38349,39848,38343,67896,43049,21834,38778,47410,17883,50160,37990,36832,21812,11736,37858,37983,39578,163670,52280,27423,38440,4,3.4,1.8,3.7,3.3,1.9,3.4,3.2,1.9,3.2,3.2,2,,,,3.6,3.1,1.91,3.75,3.4,1.95,3.6,3.3,1.9,3.7,3.3,1.9,3.5,3.3,1.91
503,1,1,2009/2010,8,23-09-2009 00:00,665384,8342,10000,3,1,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,37990,36832,37979,21812,11736,37983,39578,38366,163670,52280,38440,37900,37886,37903,37889,94030,37893,37981,131531,75500,131530,66583,1.5,3.8,6,1.5,3.7,6,1.4,3.9,6,1.4,3.75,7,,,,1.53,3.6,6,1.5,3.75,7,1.4,4,6.5,1.5,3.75,6,1.57,3.6,5
504,1,1,2009/2010,8,23-09-2009 00:00,665385,9985,9984,1,1,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,6,4,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,38797,39580,37861,47411,129462,25957,148335,156551,37262,38369,178484,131403,38342,37047,37051,38186,27110,37909,104386,78462,38782,38357,1.33,4.5,8,1.3,4.65,8.5,1.3,4.2,8,1.3,4.33,8,,,,1.3,4.5,10,1.33,4.5,10,1.3,4.33,8.5,1.33,4.5,8,1.3,4.5,8.5
505,1,1,2009/2010,8,22-09-2009 00:00,665386,9997,9987,2,4,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,37868,38354,33595,3329,,37866,38347,36836,45490,93054,5016,37937,42153,39498,94462,148313,32863,9307,,148314,38794,43158,2.4,3.4,2.8,2.25,3.2,2.85,2.4,3.2,2.4,2.25,3.2,2.75,,,,2.38,3.3,2.7,2.3,3.3,3,2.25,3.25,2.75,2.3,3.25,2.8,2.2,3.25,2.88
506,1,1,2009/2010,8,23-09-2009 00:00,665387,9986,8203,1,2,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,40014,,39977,37571,46666,38423,39145,38439,40520,114716,38920,39573,67950,6800,39389,67941,67898,37112,38969,178291,148286,26502,1.91,3.3,3.75,1.85,3.3,3.85,1.9,3.3,3.3,1.91,3.25,3.4,,,,1.95,3.3,3.6,2,3.3,3.75,1.9,3.25,3.5,1.95,3.3,3.5,2,3.3,3.25
507,1,1,2009/2010,8,23-09-2009 00:00,665389,9991,10001,1,2,1,2,4,8,6,2,4,6,8,4,6,1,2,4,6,8,2,6,8,4,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,104378,38337,38255,12473,,33662,26916,38233,166618,12574,46335,38341,39848,38343,21834,166663,38348,67896,182605,38778,17883,25619,1.4,4,7.5,1.4,3.95,7.5,1.4,3.9,6,1.4,3.75,7,,,,1.4,4,8,1.4,4.33,8,1.4,4,6.5,1.4,4,7.5,1.36,4.2,7
508,1,1,2009/2010,8,23-09-2009 00:00,665392,9999,9994,1,2,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,38318,,,38247,94288,26669,37945,46217,33671,,173432,30934,38292,39594,25465,38273,38945,38290,95609,15662,30485,34334,2.6,3.25,2.5,2.75,3.1,2.4,2.3,3.1,2.65,2.5,3.2,2.5,,,,2.6,3.1,2.6,2.88,3.2,2.4,2.4,3.2,2.6,2.5,3.3,2.5,2.6,3.2,2.4
509,1,1,2009/2010,8,23-09-2009 00:00,665393,9993,8571,1,0,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,13131,37988,36849,36845,38322,38371,36852,38784,38786,33622,178284,37971,39859,38441,16387,131404,38249,38257,40521,149279,39772,78902,1.8,3.4,4.2,1.75,3.5,4.1,1.7,3.3,4,1.8,3.3,3.75,,,,1.8,3.25,4.33,1.73,3.6,4.5,1.8,3.25,4,1.7,3.4,4.5,1.7,3.4,4.33
510,1,1,2009/2010,9,27-09-2009 00:00,665396,8635,9993,1,0,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,38391,33620,38388,38389,38378,38383,38253,106013,46552,12692,181276,13131,37988,36849,36845,38322,38371,36852,38784,38786,33622,178284,1.29,4.5,10,1.25,5,10,1.4,3.9,6,1.28,4.5,8,,,,1.33,4.5,8.5,1.36,4.5,8.75,1.25,4.5,10,1.33,4.5,8,1.36,4.33,7
511,1,1,2009/2010,9,26-09-2009 00:00,665397,9987,9999,1,1,1,2,4,8,6,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,37937,,94462,148313,148314,32863,9307,39498,43158,42153,38794,38318,,38247,94288,69805,26669,,46217,33671,23997,37945,1.36,4.2,8,1.28,4.75,9,1.3,4.2,8,1.36,4,7,,,,1.36,4.33,7.5,1.3,4.75,11,1.29,4.5,8.5,1.33,4.5,8,1.25,5,9
512,1,1,2009/2010,9,26-09-2009 00:00,665399,10000,9991,3,1,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,37900,37886,37903,37889,94030,37893,37981,131531,75500,104377,38231,104378,38337,38255,,12473,39875,33662,38233,32760,46335,12574,2.75,3.25,2.38,2.8,3.2,2.3,2.4,3.2,2.4,2.75,3.25,2.2,,,,2.7,3.1,2.5,2.88,3.25,2.4,2.75,3.25,2.3,2.7,3.2,2.4,2.7,3.1,2.4
513,1,1,2009/2010,9,28-09-2009 00:00,665402,9984,8203,1,0,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,131403,38342,37047,38789,37051,27110,38186,104386,78462,38251,38782,39573,67950,6800,39389,38791,67898,37112,38969,178291,148286,17276,2.1,3.3,3.4,2.1,3.35,3.05,1.9,3.3,3.3,2,3.2,3.2,,,,2.1,3.2,3.3,2.1,3.25,3.5,2,3.4,3.25,2,3.25,3.4,2.1,3.2,3.1
